,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,Luena,-11.7833,19.9167,63.63,25,7,3.65,AO,1632266692
358,Virginia Beach,36.8529,-75.978,78.03,88,100,1.99,US,1632266406
359,Tautira,-17.7333,-149.15,82.42,76,7,10.04,PF,1632266395
360,Nevel'sk,46.6733,141.8633,50.43,94,100,19.91,RU,1632266693
361,Qaqortoq,60.7167,-46.0333,36.1,82,100,3.96,GL,1632266693
362,Manturovo,58.3353,44.7619,38.73,79,99,11.01,RU,1632266694
363,Paysandu,-32.3214,-58.0756,54.43,80,58,8.48,UY,1632266555
364,Gravelbourg,49.8834,-106.5512,68.27,21,10,12.35,CA,1632266694
365,Port-Gentil,-0.7193,8.7815,78.76,83,40,11.5,GA,1632266695
366,Kapit,2.0167,112.9333,72.41,98,100,2.08,MY,1632266695
367,Pochutla,15.7432,-96.4661,89.82,68,96,4.41,MX,1632266696
368,Bountiful,40.8894,-111.8808,77.61,22,1,1.01,US,1632266657
369,Ayagoz,47.9714,80.4392,32.22,78,0,9.73,KZ,1632266696
370,Jumla,29.2747,82.1838,54.91,89,40,3.11,NP,1632266627
371,Yashalta,46.3395,42.2762,58.93,83,90,5.84,RU,1632266697
372,Savinka,50.0785,47.0994,59.59,93,100,7.65,RU,1632266698
373,Ritchie,-29.038,24.6028,43.81,18,0,10.51,ZA,1632266698
374,Shitkino,56.3703,98.3543,31.33,96,36,4.59,RU,1632266699
375,Casas Grandes,30.3667,-107.95,82.33,26,89,11.41,MX,1632266699
376,Russell,32.3502,-85.1999,85.96,84,20,0.0,US,1632266699
377,Orlik,52.5178,99.825,33.31,83,95,3.09,RU,1632266700
378,Carballo,43.213,-8.691,62.76,84,1,8.34,ES,1632266541
379,Maragogi,-9.0122,-35.2225,74.89,80,32,7.72,BR,1632266700
380,Bilibino,68.0546,166.4372,23.49,69,91,2.24,RU,1632266701
381,Vestmannaeyjar,63.4427,-20.2734,46.27,70,100,26.66,IS,1632266423
382,Xining,36.6167,101.7667,51.15,81,100,3.65,CN,1632266706
383,Paamiut,61.994,-49.6678,35.29,58,100,5.19,GL,1632266454
384,Muroto-misakicho,33.2833,134.15,77.04,82,42,2.68,JP,1632266707
385,Rapid Valley,44.0625,-103.1463,68.2,32,1,8.05,US,1632266707
386,Biltine,14.5333,20.9167,86.47,47,57,5.82,TD,1632266708
387,Winneba,5.3511,-0.6231,79.27,92,94,10.56,GH,1632266708
388,Comodoro Rivadavia,-45.8667,-67.5,57.06,41,0,4.61,AR,1632266419
389,Karakol,42.4907,78.3936,49.89,60,0,2.86,KG,1632266709
390,Damaturu,11.747,11.9608,76.69,80,82,4.79,NG,1632266710
391,Pimentel,-6.8367,-79.9342,64.69,77,0,20.71,PE,1632266710
392,Santa Cruz de la Sierra,-17.8,-63.1667,80.06,47,75,14.97,BO,1632266612
393,Nushki,29.5542,66.0215,72.23,14,0,0.56,PK,1632266711
394,Ostrovnoy,68.0531,39.5131,34.36,89,3,10.25,RU,1632266711
395,Baijiantan,45.6333,85.1833,53.87,29,52,8.88,CN,1632266712
396,Nemuro,43.3236,145.575,61.81,93,79,19.28,JP,1632266712
397,Alpena,45.0617,-83.4327,61.12,78,75,7.0,US,1632266713
398,Yangi Marg`ilon,40.4272,71.7189,63.75,51,0,4.61,UZ,1632266621
399,Jiayuguan City,39.8167,98.3,60.75,31,100,5.17,CN,1632266713
400,Isangel,-19.55,169.2667,82.51,65,75,5.75,VU,1632266714
401,Korla,41.7597,86.1469,69.12,27,24,15.17,CN,1632266714
402,Ushtobe,45.2514,77.9838,47.8,31,80,8.05,KZ,1632266714
403,Gondanglegi,-7.7479,112.0132,73.83,85,89,4.21,ID,1632266715
404,Jacareacanga,-6.2222,-57.7528,87.78,39,100,2.39,BR,1632266715
405,Scottsbluff,41.8666,-103.6672,66.63,27,1,5.75,US,1632266716
406,Uribia,11.7139,-72.266,87.64,56,100,13.38,CO,1632266716
407,Sambava,-14.2667,50.1667,69.08,80,25,9.95,MG,1632266717
408,Damietta,31.4165,31.8133,78.21,78,0,10.38,EG,1632266717
409,Kemijärvi,66.7131,27.4306,30.54,95,9,5.03,FI,1632266717
410,Pellérd,46.0344,18.154,49.05,81,0,5.75,HU,1632266718
411,Meridian,43.6121,-116.3915,78.78,21,1,1.01,US,1632266718
412,Bagdarin,54.4333,113.6,41.54,93,100,7.18,RU,1632266719
413,Half Moon Bay,37.4636,-122.4286,99.57,19,1,9.22,US,1632266719
414,Dera Bugti,29.0307,69.151,86.61,47,13,2.51,PK,1632266720
415,Port Hedland,-20.3167,118.5667,80.65,7,40,18.41,AU,1632266720
416,Fougamou,-1.2154,10.5838,73.13,95,100,1.95,GA,1632266720
417,Nizwá,22.9333,57.5333,82.24,55,79,1.28,OM,1632266721
418,Mabaruma,8.2,-59.7833,76.69,86,58,3.74,GY,1632266721
419,Legnago,45.1832,11.3091,61.43,71,2,3.44,IT,1632266722
420,Normandin,48.8333,-72.5321,68.31,64,99,14.97,CA,1632266722
421,Mittweida,50.9833,12.9833,52.09,90,100,5.01,DE,1632266723
422,Abonnema,4.7084,6.7931,73.09,94,96,2.15,NG,1632266724
423,Kozhva,65.1073,57.0459,38.66,98,100,4.43,RU,1632266725
424,Luwuk,-0.9516,122.7875,73.24,92,100,3.09,ID,1632266725
425,Sørland,67.667,12.6934,50.11,89,100,41.32,NO,1632266500
426,Harper,4.375,-7.7169,76.91,88,59,6.78,LR,1632266726
427,Siparia,10.1333,-61.5,83.95,87,20,10.54,TT,1632266726
428,La Ronge,55.1001,-105.2842,61.02,58,90,4.61,CA,1632266472
429,Tura,25.5198,90.2201,72.84,82,100,2.51,IN,1632266727
430,Impfondo,1.6381,18.0667,71.01,97,98,2.44,CG,1632266727
431,San-Pédro,4.7485,-6.6363,75.83,94,37,5.06,CI,1632266728
432,Iquique,-20.2208,-70.1431,60.84,81,94,5.82,CL,1632266728
433,Wahpeton,46.2652,-96.6059,66.76,41,5,5.88,US,1632266695
434,Paita,-5.0892,-81.1144,68.56,81,32,17.76,PE,1632266729
435,Whitianga,-36.8333,175.7,65.01,79,100,13.58,NZ,1632266730
436,Sturgeon Falls,46.3646,-79.9326,68.9,95,100,8.48,CA,1632266730
437,The Valley,18.217,-63.0578,84.06,78,20,5.75,AI,1632266731
438,Senanga,-16.1167,23.2667,71.33,22,21,6.58,ZM,1632266731
439,Banda Aceh,5.5577,95.3222,79.32,73,100,13.69,ID,1632266652
440,Oranjemund,-28.55,16.4333,69.04,27,2,9.15,NA,1632266732
441,Āreka,7.0667,37.7,60.87,93,100,0.83,ET,1632266732
442,Kipushi,-11.7667,27.2333,63.48,27,0,2.42,CD,1632266733
443,Santa Rosalía,27.3167,-112.2833,86.23,60,10,6.44,MX,1632266734
444,Jutiapa,14.2833,-89.9,84.69,87,91,1.99,GT,1632266734
445,Wanning,18.8003,110.3967,78.6,87,96,1.72,CN,1632266735
446,Krasnyy Chikoy,50.3643,108.7512,42.49,94,82,2.84,RU,1632266735
447,Tawang Town,27.5833,91.8667,48.83,89,26,4.56,IN,1632266736
448,Dunedin,-45.8742,170.5036,52.18,59,2,2.37,NZ,1632266736
449,Chicama,-7.8447,-79.1469,59.54,78,32,7.7,PE,1632266736
450,Yeppoon,-23.1333,150.7333,62.38,35,0,13.31,AU,1632266721
451,Alekseyevsk,57.8406,108.3492,35.56,94,100,2.26,RU,1632266737
452,Kolyvan',55.3053,82.7391,38.05,99,100,8.3,RU,1632266737
453,Anadyr,64.75,177.4833,36.1,80,75,2.24,RU,1632266738
454,Omboué,-1.5746,9.2618,76.33,81,100,5.3,GA,1632266738
455,Kudahuvadhoo,2.6708,72.8944,83.5,75,6,16.04,MV,1632266476
456,Chipinge,-20.1883,32.6236,56.41,89,15,11.03,ZW,1632266739
457,Coyhaique,-45.5752,-72.0662,57.81,66,0,3.44,CL,1632266739
458,Walvis Bay,-22.9575,14.5053,49.15,100,17,4.61,NA,1632266605
459,Valley Station,38.1112,-85.8702,77.32,85,82,1.97,US,1632266740
460,Ozernovskiy,51.5,156.5167,49.46,87,35,11.81,RU,1632266741
461,Los Llanos de Aridane,28.6585,-17.9182,71.35,75,75,9.22,ES,1632266567
462,Kutum,14.2,24.6667,83.37,36,97,2.37,SD,1632266741
463,Buta,2.7858,24.73,69.42,95,75,2.53,CD,1632266742
464,Parli,18.8486,76.5297,73.54,91,100,10.92,IN,1632266742
465,Kavaratti,10.5669,72.642,81.64,78,37,15.77,IN,1632266742
466,Kérouané,9.2667,-9.0167,71.15,90,84,3.8,GN,1632266743
467,Hailar,49.2,119.7,47.93,86,88,5.86,CN,1632266744
468,Naranjal,-2.6667,-79.6167,80.4,82,95,6.08,EC,1632266744
469,Cabo Rojo,18.0866,-67.1457,84.69,86,96,1.95,PR,1632266745
470,Ambilobe,-13.2,49.05,70.88,69,62,3.98,MG,1632266745
471,Yeniseysk,58.4497,92.1703,29.64,96,89,6.64,RU,1632266745
472,Lazurne,46.084,32.5295,53.33,66,61,15.41,UA,1632266746
473,Yen Bai,21.7,104.8667,73.76,96,72,1.97,VN,1632266746
474,Purmerend,52.505,4.9597,57.0,93,100,1.01,NL,1632266747
475,Itaituba,-4.2761,-55.9836,77.2,80,99,3.47,BR,1632266597
476,Stabat,3.761,98.4513,75.4,95,98,2.8,ID,1632266747
477,Hohhot,40.8106,111.6522,50.29,81,0,4.47,CN,1632266748
478,Huaihua,27.5494,109.9592,70.03,81,0,1.61,CN,1632266748
479,Ol'ga,43.7444,135.2892,61.18,96,99,3.22,RU,1632266749
480,Shubarkuduk,49.1447,56.4872,52.57,30,100,13.65,KZ,1632266750
481,Bria,6.5423,21.9863,69.66,98,100,2.39,CF,1632266751
482,Bowen,-20.0167,148.2333,66.42,29,63,16.49,AU,1632266751
483,Celestún,20.8667,-90.4,84.63,75,9,18.66,MX,1632266752
484,Chippewa Falls,44.9369,-91.3929,66.81,56,40,6.91,US,1632266752
485,Pangnirtung,66.1451,-65.7125,33.1,62,62,5.39,CA,1632266752
486,Havre-St-Pierre,50.2334,-63.5986,57.79,87,1,3.44,CA,1632266753
487,Hīrākud,21.5167,83.8667,75.38,92,100,4.54,IN,1632266753
488,San Javier,37.8063,-0.8374,72.12,85,75,5.01,ES,1632266754
489,Kambam,5.2505,96.8629,76.59,80,93,4.88,ID,1632266754
490,Ternate,0.8,127.4,80.35,81,84,5.26,ID,1632266755
491,Palmer,42.1584,-72.3287,68.61,75,75,3.44,US,1632266755
492,Lancaster,40.2504,-76.2499,74.35,77,1,3.0,US,1632266708
493,Kalemie,-5.9475,29.1947,78.51,44,54,2.06,CD,1632266756
494,Ode,7.7899,5.7117,68.97,98,99,2.66,NG,1632266756
495,Petropavlovsk-Kamchatskiy,53.0452,158.6483,54.19,44,20,15.66,RU,1632266474
496,Kalmunai,7.4167,81.8167,80.13,78,86,3.24,LK,1632266757
497,Okhotsk,59.3833,143.3,47.01,57,78,12.86,RU,1632266479
498,‘Āhuimanu,21.4447,-157.8378,89.31,66,40,17.27,US,1632266757
499,Yarmouth,41.7057,-70.2286,72.45,87,90,4.0,US,1632266758
500,Antofagasta,-23.65,-70.4,58.28,83,74,8.43,CL,1632266759
501,Ichinohe,40.2069,141.3017,72.16,73,5,7.54,JP,1632266759
502,Alanya,36.5438,31.9998,71.73,52,1,4.34,TR,1632266760
503,Palu,-0.8917,119.8707,75.79,96,98,1.54,ID,1632266760
504,Marrakesh,31.6315,-8.0083,71.67,68,0,6.91,MA,1632266760
505,Denpasar,-8.65,115.2167,80.26,94,40,12.66,ID,1632266632
506,Isoka,-10.1606,32.6335,63.63,54,0,1.14,ZM,1632266761
507,Beyneu,45.3167,55.2,60.91,39,67,15.55,KZ,1632266762
508,Springfield,37.2153,-93.2982,68.43,54,1,5.01,US,1632266505
509,Meulaboh,4.1363,96.1285,74.7,90,100,4.16,ID,1632266762
510,Marawi,7.9986,124.2928,67.64,91,80,1.43,PH,1632266763
511,Tartagal,-22.5164,-63.8013,63.73,64,100,3.09,AR,1632266763
512,Kumluca,36.3703,30.2869,81.19,46,0,5.17,TR,1632266764
513,Namie,37.4833,141.0,76.71,73,3,2.06,JP,1632266764
514,Mercedes,-34.6515,-59.4307,55.85,74,25,8.05,AR,1632266765
515,Abnūb,27.2696,31.1511,83.39,26,0,11.54,EG,1632266765
516,Bubaque,11.2833,-15.8333,81.77,81,100,10.18,GW,1632266466
517,Wau,7.7029,27.9953,68.63,98,86,0.83,SS,1632266766
518,El Batey,19.7667,-70.5167,82.31,89,75,0.0,DO,1632266766
519,Tsaratanana,-16.7833,47.65,65.75,75,27,7.83,MG,1632266767
520,Zhigansk,66.7697,123.3711,38.82,74,100,13.4,RU,1632266492
521,Igrim,63.1906,64.4162,39.42,88,96,6.76,RU,1632266767
522,Meadow Lake,34.8014,-106.5436,80.46,23,4,4.99,US,1632266768
523,Tadine,-21.55,167.8833,77.11,65,72,12.3,NC,1632266768
524,Mehrān,33.1222,46.1646,74.68,19,0,10.85,IR,1632266769
525,Solnechnyy,50.7214,136.6319,46.22,77,100,8.23,RU,1632266769
526,Golspie,57.9727,-3.978,60.55,76,1,14.34,GB,1632266770
527,Kitimat,54.0524,-128.6534,55.78,41,100,1.99,CA,1632266512
528,Province of Trapani,37.8333,12.6667,74.34,88,0,5.75,IT,1632266771
529,Sulęcin,52.4443,15.1168,53.71,94,100,6.82,PL,1632266771
530,Pachino,36.7186,15.0907,77.04,80,99,9.82,IT,1632266772
531,Złocieniec,53.5329,16.0113,48.81,96,100,2.51,PL,1632266772
532,Assiut,27.181,31.1837,83.41,26,0,11.36,EG,1632266773
533,Zyryanovsk,49.7386,84.2719,28.27,84,9,0.83,KZ,1632266773
534,Lima,-12.0432,-77.0282,60.39,24,90,1.01,PE,1632266494
535,Mwanza,-2.5167,32.9,75.07,66,51,9.33,TZ,1632266774
536,Pombal,-6.7703,-37.8017,90.86,30,42,8.48,BR,1632266774
537,Sorsk,54.0033,90.2467,31.33,86,100,5.37,RU,1632266775
538,Belyy Yar,53.6039,91.3903,42.69,65,0,11.18,RU,1632266776
539,Aleksandrov Gay,50.147,48.5704,60.1,81,100,4.72,RU,1632266776
540,Naga,13.6192,123.1814,78.75,89,99,2.21,PH,1632266777
541,Salihli,38.4826,28.1477,62.53,80,0,4.27,TR,1632266777
542,São José da Coroa Grande,-8.8978,-35.1478,75.15,80,33,8.05,BR,1632266676
543,Nyurba,63.2842,118.3319,37.9,90,92,2.39,RU,1632266778
544,La Paz,-16.5,-68.15,51.78,53,75,3.44,BO,1632266779
545,Ancud,-41.8697,-73.8203,51.33,87,0,2.93,CL,1632266669
546,Brezovica pri Ljubljani,46.0333,14.4,53.46,97,19,0.76,SI,1632266779
547,Cervo,43.6702,-7.4101,62.96,85,44,14.0,ES,1632266780
548,Terrace,54.5163,-128.6035,55.31,94,90,19.57,CA,1632266781
549,Monte Santo,-10.4378,-39.3328,75.78,33,15,4.16,BR,1632266781
550,Mehamn,71.0357,27.8492,40.03,76,7,23.29,NO,1632266782
551,Tezu,27.9167,96.1667,72.52,96,99,3.2,IN,1632266782
552,Ambon City,-3.6954,128.1814,77.14,94,40,2.3,ID,1632266782
553,Kargasok,59.0556,80.8572,28.35,96,88,3.22,RU,1632266742
554,Correntina,-13.3433,-44.6367,83.23,28,7,3.67,BR,1632266783
555,Osmanabad,18.1667,76.05,71.11,91,100,10.98,IN,1632266784
